"plantio";"area";"dataplantio";"matgen";"espacamento";"parcela";"areaparc";"datamedicao";"idade";"fila";"cova";"fuste";"cat";"dap";"ht";"decliv_perc";"ffcc"
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;2;11;1;"Normal";11,68;15,8548020104447;5,6;0,43057104280306
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;2;12;1;"Dominante";14,16;16,4256950708334;5,6;0,421703807217752
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;2;13;1;"Normal";11,55;15,7846923363618;5,6;0,43094899915666
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;3;14;1;"Normal";12,1;16,0851623681454;5,6;0,429404928131327
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;3;15;1;"Ponta Seca";12,96;16,5058204126423;5,6;0,427095323651488
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;3;16;1;"Normal";11,59;15,8047236718141;5,6;0,430800827386798
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;3;17;1;"Normal";11,71;15,8748333458969;5,6;0,430463378140664
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;3;18;1;"Normal";11,46;15,7346139977312;5,6;0,431176856123053
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;3;19;1;"Ponta Seca";11,08;15,5142693077567;5,6;0,43225766367799
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;3;20;1;"Normal";12,19;16,135240706776;5,6;0,429167555498389
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;3;21;1;"Normal";12,57;16,3255383935722;5,6;0,428124272522717
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;4;22;1;"Ponta Seca";12,06;16,0651310326931;5,6;0,429522453218763
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;4;23;1;"Normal";12,67;16,0250683617887;5,6;0,426567516909964
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;4;24;1;"Dominante";12,67;15,8247550072663;5,6;0,425792561396341
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;4;25;1;"Normal";12;15,1236582664381;5,6;0,426228414556993
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;4;26;1;"Ponta Seca";11,55;15,7846923363618;5,6;0,43094899915666
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;4;27;1;"Normal";12,16;15,7245983300051;5,6;0,427797181601989
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;4;28;1;"Normal";11,59;15,2238149436992;5,6;0,428656275905468
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;4;29;1;"Ponta Seca";10,95;15,4341439659477;5,6;0,43268289280152
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;5;30;0;"falha";NA;NA;5,6;NA
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;5;31;1;"Ponta Seca";12;16,0350840295148;5,6;0,429670850598565
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;5;32;1;"Normal";11,52;16,4256950708334;5,6;0,433373434744968
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;5;33;1;"Normal";11,97;16,0150526940625;5,6;0,429755421596477
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;5;34;1;"Ponta Seca";11,9;15,9749900231581;5,6;0,429941388660723
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;5;35;1;"Normal";10,89;15,3940812950432;5,6;0,432804632639313
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;5;36;1;"Dominante";12,92;16,225381716311;5,6;0,426201154747948
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;5;37;1;"Normal";12,1;16,0851623681454;5,6;0,429404928131327
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;5;38;1;"Normal";7,7;14,0019034811128;5,6;0,447160777199249
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;6;39;1;"Normal";10,76;15,3239716209604;5,6;0,433278749059813
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;6;40;1;"Normal";11,84;15,9449430199797;5,6;0,430107874494553
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;6;41;1;"Ponta Seca";11,4;15,6945513268268;5,6;0,431337845208466
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;6;42;1;"Normal";10,19;14,9834389182724;5,6;0,435071936941315
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;6;43;1;"Normal";11,94;15,9950213586103;5,6;0,429830203115396
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;6;44;1;"Normal";11,52;15,7646610009096;5,6;0,431003969198272
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;6;45;1;"Normal";11,78;15,9148960168014;5,6;0,430297166974369
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;6;46;1;"Normal";12;16,0350840295148;5,6;0,429670850598565
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;6;47;1;"Normal";12,51;16,2954913903938;5,6;0,428287415534596
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;7;48;1;"Normal";12,25;16,1652877099543;5,6;0,42902024712271
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;7;49;1;"Normal";11,9;15,9749900231581;5,6;0,429941388660723
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;7;50;1;"Morta";8,63;14,2422795065397;5,6;0,441700695176896
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;7;51;1;"Dominante";12,96;17,0266351344005;5,6;0,429013944780411
2164;21,46;"2017-10-24";12;"3,45X2,40";"1";469,9;"2020-09-16";2,89664613278576;7;52;1;"Normal";11,87;15,964974355432;5,6;0,430064110991126
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;1;1;1;"Dominante";14,77;19,544076575464;12,21;0,43051375503287
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;1;2;1;"Normal";9,52;16,7837276158366;12,21;0,442205263703126
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;1;3;1;"Dominante";14,99;19,0403632616634;12,21;0,425579250736851
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;1;4;1;"Bifurcada";8,44;15,9072664498235;12,21;0,433665873331276
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;1;4;2;"Bifurcada";6,33;14,4364235735257;12,21;0,403578383237315
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;1;5;1;"Ponta Seca";11,11;17,8113027759899;12,21;0,446451926589006
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;1;6;1;"Normal";8,69;16,1188260416198;12,21;0,436054797926709
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;2;7;1;"Normal";13,02;18,6474668768989;12,21;0,440992660150451
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;2;8;1;"Ponta Seca";8,47;15,9374892486516;12,21;0,434045790366455
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;2;9;1;"Normal";13,31;18,758283805935;12,21;0,439409273377717
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;2;10;1;"Normal";13,94;18,9698433977313;12,21;0,435337696733371
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;2;11;1;"Normal";13,88;18,9496948651793;12,21;0,435746711101274
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;2;12;1;"Normal";11,9;18,2041991607543;12,21;0,445428618576667
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;2;13;1;"Dominante";14,39;19,4433339127039;12,21;0,433631932241085
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;2;14;1;"Dominante";16,27;20,2492752147849;12,21;0,418077426488804
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;3;15;1;"Normal";12,16;18,3150160897905;12,21;0,444701330622259
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;3;16;1;"Normal";14,01;18,9899919302833;12,21;0,434808213989595
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;3;17;1;"Normal";11,05;17,7810799771618;12,21;0,446467936493175
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;3;18;1;"Normal";11,97;18,2344219595824;12,21;0,445248684343777
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;3;19;1;"Normal";13,97;18,9799176640073;12,21;0,435109835905058
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;3;20;0;"falha";NA;NA;12,21;NA
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;3;21;1;"Normal";13,53;18,8288036698671;12,21;0,438044855012862
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;3;22;1;"Dominante";15,06;19,1411059244235;12,21;0,425411027196562
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;3;23;1;"Normal";7,19;14,9300626210503;12,21;0,417468555594339
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;4;24;1;"Normal";12,41;17,2269953319811;12,21;0,437831354025715
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;4;25;1;"Normal";13,78;18,5366499478627;12,21;0,434489618864616
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;4;26;1;"Normal";13,4;18,3351646223425;12,21;0,436595999571059
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;4;27;1;"Normal";14,29;18,738135273383;12,21;0,430928083415324
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;4;28;1;"Normal";13,08;18,8388779361431;12,21;0,441470854471828
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;4;29;1;"Normal";13,46;18,8086551373151;12,21;0,438494677457617
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;4;30;1;"Normal";10,47;17,4385549237774;12,21;0,445876591675762
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;4;31;1;"Normal";13,46;18,8086551373151;12,21;0,438494677457617
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;4;32;1;"Normal";13,18;18,707912474555;12,21;0,440130241583438
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;4;33;1;"Normal";12,76;18,5567984804148;12,21;0,442328764206743
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;5;34;1;"Normal";12,73;18,5467242141388;12,21;0,442480882208919
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;5;35;1;"Normal";13,66;18,8691007349712;12,21;0,437208280142034
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;5;36;1;"Bifurcada";7,48;15,1315479465706;12,21;0,421799655962959
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;5;36;2;"Bifurcada";6,43;14,4867949049058;12,21;0,403683167873463
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;5;36;3;"Bifurcada";5,98;14,2953838456615;12,21;0,403721054834241
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;5;37;1;"Normal";10,28;17,3176637284653;12,21;0,445413696532314
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;5;38;1;"Normal";11,71;18,1135307642702;12,21;0,445829069015552
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;5;39;1;"Normal";13,34;18,768358072211;12,21;0,439235795492662
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;5;40;1;"Normal";12,41;18,4157587525506;12,21;0,443804971700697
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;5;41;1;"Torta";11,59;18,0530851666142;12,21;0,446053900823921
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;5;42;1;"Normal";12,48;18,4459815513786;12,21;0,443523626143604
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;6;43;1;"Normal";12,99;18,6373926106229;12,21;0,441150490746084
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;6;44;1;"Normal";14,26;19,0705860604914;12,21;0,432972287573346
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;6;45;0;"falha";NA;NA;12,21;NA
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;6;46;1;"Normal";13,5;18,8187294035911;12,21;0,43824725387823
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;6;47;1;"Normal";12,92;18,6172440780708;12,21;0,441555926308622
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;6;48;1;"Normal";12,8;18,5668727466908;12,21;0,442112993611417
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;6;49;1;"Normal";12,06;18,2747190246864;12,21;0,444996138460909
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;6;50;1;"Normal";12,8;18,5668727466908;12,21;0,442112993611417
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;7;51;1;"Normal";14,16;19,0403632616634;12,21;0,433724952921824
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;7;52;0;"falha";NA;NA;12,21;NA
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;7;53;1;"Normal";12,48;18,4459815513786;12,21;0,443523626143604
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;7;54;1;"Normal";11,84;18,1739763619263;12,21;0,445567444361652
2194;34,82;"2017-10-03";10;"3,45X2,40";"50";469,9;"2020-09-16";2,95414099931554;7;55;1;"Normal";13,24;18,728061007107;12,21;0,439822481717568
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;1;1;1;"Normal";12,35;18,6293596411773;9,83;0,445265299085394
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;1;2;1;"Normal";12,16;18,5690704514;9,83;0,445962476095213
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;1;3;1;"Normal";11,59;18,378154683772;9,83;0,447498808317301
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;1;4;1;"Normal";12,99;18,8202754088053;9,83;0,442219310721455
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;1;5;1;"Normal";12,29;18,6092632445848;9,83;0,445466406735156
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;1;6;1;"Normal";10,22;17,8355519757765;9,83;0,447154561056425
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;2;7;1;"Normal";6,21;15,1225384357992;9,83;0,403653052790228
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;2;8;1;"Dominante";14,48;19,091576762803;9,83;0,431248814608461
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;2;9;1;"Normal";12,13;18,5590222531038;9,83;0,446071202179882
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;2;10;1;"Normal";12,96;18,8102272105091;9,83;0,442400609679179
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;2;11;1;"Normal";11,78;18,4384438735492;9,83;0,447063860492762
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;2;12;1;"Normal";10,73;18,0566123382932;9,83;0,448016466969861
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;2;13;1;"Normal";11,97;18,5087812616227;9,83;0,446583276461851
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;2;14;1;"Normal";12,06;18,5288776582151;9,83;0,44625432672545
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;3;15;1;"Normal";10,57;17,9862749502197;9,83;0,447889843974947
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;3;16;1;"Normal";11,78;18,4384438735492;9,83;0,447063860492762
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;3;17;1;"Normal";11,17;18,2274317093288;9,83;0,448076605740515
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;3;18;1;"Normal";10,92;18,1269497263667;9,83;0,448106821165351
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;3;19;1;"Normal";12,83;18,7700344173242;9,83;0,44306119209807
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;3;20;1;"Normal";12,25;18,5992150462886;9,83;0,445643051354759
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;3;21;1;"Normal";13,43;18,9408537883598;9,83;0,439620404350733
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;3;22;1;"Normal";10,12;17,7853109842954;9,83;0,446928191901391
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;3;23;1;"Normal";8,37;16,7804911546742;9,83;0,435314088441237
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;3;24;1;"Normal";12,45;18,6595042360659;9,83;0,444864716693828
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;4;25;1;"Normal";11,71;18,1872389161439;9,83;0,446361699302929
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;4;26;1;"Normal";12,96;18,1872389161439;9,83;0,439420002898891
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;4;27;1;"Normal";11,84;17,6848290013333;9,83;0,44359889214984
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;4;28;1;"Normal";13,21;17,5843470183712;9,83;0,434235883558584
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;4;29;1;"Normal";8,91;16,9814551205985;9,83;0,43995821690506
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;4;30;1;"Normal";11,81;18,4484920718454;9,83;0,446989517302325
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;4;31;1;"Normal";13,37;18,9308055900636;9,83;0,440029784569472
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;4;32;1;"Normal";13,21;18,8805645985826;9,83;0,440963951007113
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;4;33;1;"Normal";13,59;18,9910947798409;9,83;0,43858963965172
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;4;34;1;"Normal";12,22;18,5891668479924;9,83;0,44577146660607
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;5;35;1;"Normal";9,26;17,3431902592621;9,83;0,442879820196909
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;5;36;1;"Dominante";14,58;18,6896488309545;9,83;0,428092679051306
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;5;37;1;"Normal";11,24;18,2475281059212;9,83;0,447963681562426
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;5;38;1;"Normal";12,22;18,5891668479924;9,83;0,44577146660607
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;5;39;1;"Dominante";13,94;20,0963965924242;9,83;0,440665598934784
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;5;40;1;"Normal";11,59;18,378154683772;9,83;0,447498808317301
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;5;41;1;"Normal";12,76;18,7499380207318;9,83;0,443428747320075
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;5;42;1;"Normal";13,34;18,9207573917674;9,83;0,440194059712178
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;5;43;1;"Normal";12,99;18,8202754088053;9,83;0,442219310721455
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;5;44;1;"Normal";12,38;18,6394078394735;9,83;0,445155045057401
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;6;45;1;"Normal";12;18,5188294599189;9,83;0,446510838414502
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;6;46;1;"Dominante";13,62;18,8906127968788;9,83;0,437887047066245
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;6;47;1;"Torta";8,18;16,6498645768235;9,83;0,433164330575119
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;6;48;1;"Normal";11,49;18,3379618905871;9,83;0,44765338642245
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;6;49;1;"Normal";12,67;18,7197934258432;9,83;0,443833518882386
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;6;50;1;"Normal";11,08;18,1872389161439;9,83;0,448083318486632
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;6;51;1;"Normal";12,35;18,6293596411773;9,83;0,445265299085394
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;6;52;1;"Normal";13,56;18,9810465815447;9,83;0,438786171379568
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;7;53;1;"Dominante";13,91;19,091576762803;9,83;0,436422637149201
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;7;54;1;"Normal";12,51;18,6796006326583;9,83;0,444597554764095
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;7;55;1;"Normal";11,78;18,4384438735492;9,83;0,447063860492762
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;7;56;1;"Normal";12,51;18,6796006326583;9,83;0,444597554764095
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;7;57;1;"Normal";11,36;18,2977690974023;9,83;0,447856530185866
2172;50,3;"2017-11-09";10;"3,45X2,40";"31";469,9;"2020-09-15";2,85010266940452;7;58;1;"Normal";11,94;18,4987330633265;9,83;0,446648438168035
2166;40,07;"2017-10-25";10;"3,45X2,40";"7";469,9;"2020-09-16";2,89390828199863;1;1;1;"Normal";14,55;19,0055451682882;5,19;0,430474635185504
2166;40,07;"2017-10-25";10;"3,45X2,40";"7";469,9;"2020-09-16";2,89390828199863;1;2;1;"Normal";13,34;18,5649529726061;5,19;0,438820986273999
2166;40,07;"2017-10-25";10;"3,45X2,40";"7";469,9;"2020-09-16";2,89390828199863;1;3;1;"Normal";14,87;19,105679758216;5,19;0,427822396126214
2166;40,07;"2017-10-25";10;"3,45X2,40";"7";469,9;"2020-09-16";2,89390828199863;1;4;1;"Normal";14,13;18,8553432833966;5,19;0,433631817070688
2166;40,07;"2017-10-25";10;"3,45X2,40";"7";469,9;"2020-09-16";2,89390828199863;1;5;1;"Normal";13,24;18,524899136635;5,19;0,439370926313886
2166;40,07;"2017-10-25";10;"3,45X2,40";"7";469,9;"2020-09-16";2,89390828199863;1;6;1;"Normal";12,86;18,3746972517434;5,19;0,441333168296537
2166;40,07;"2017-10-25";10;"3,45X2,40";"7";469,9;"2020-09-16";2,89390828199863;2;7;1;"Normal";12,57;18,2445222848373;5,19;0,442583369040301
