talhao;area;areaplantio;dataplantio;matgen;espacamento;parcela;areaparc;datamedicao;fila;cova;fuste;cat;dap;ht;idade
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;100;400;16/10/2018;6;5;1;Normal;13,4;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;100;400;16/10/2018;6;6;1;Normal;15,69;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;100;400;16/10/2018;6;7;1;Normal;14,9;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;100;400;16/10/2018;7;1;1;Normal;14,51;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;100;400;16/10/2018;7;2;1;Normal;15,76;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;100;400;16/10/2018;7;3;1;Normal;16,3;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;100;400;16/10/2018;7;4;1;Normal;15,44;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;100;400;16/10/2018;7;5;1;Normal;15,41;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;1;1;1;Normal;16,87;27,5;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;1;2;1;Normal;16,65;27,9;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;1;3;1;Normal;15,37;27,4;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;1;4;1;Dominante;17,03;28;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;1;5;1;Normal;15,76;27,7;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;2;1;1;Normal;16,55;27,8;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;2;2;1;Normal;15,66;27;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;2;3;1;Normal;14,23;26,4;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;2;4;1;Normal;15,02;26,8;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;2;5;1;Normal;15,76;27,5;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;2;6;1;Normal;14,87;26,8;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;2;7;1;Normal;14,58;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;3;1;1;Normal;14,51;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;3;2;1;Normal;15,18;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;3;3;1;Normal;13,53;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;3;4;1;Normal;14,01;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;3;5;1;Normal;13,15;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;3;6;1;Normal;13,88;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;3;7;1;Normal;15,28;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;3;8;1;Normal;12,54;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;4;1;1;Normal;15,69;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;4;2;1;Normal;16,04;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;4;3;1;Normal;11,65;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;4;4;1;Normal;15,6;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;4;5;1;Normal;14,58;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;4;6;1;Normal;12,13;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;4;7;1;Normal;13,78;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;4;8;1;Normal;11,87;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;5;1;1;Normal;16,46;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;5;2;1;Dominante;16,97;28,3;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;5;3;1;Normal;15,79;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;5;4;1;Dominante;17,09;28,5;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;5;5;1;Normal;16,14;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;5;6;1;Normal;15,15;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;5;7;1;Dominante;16,93;28,1;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;5;8;1;Normal;15,82;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;6;1;1;Normal;15,41;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;6;2;1;Normal;16,07;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;6;3;1;Normal;14,74;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;6;4;1;Normal;13,05;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;6;5;1;Normal;15,34;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;6;6;1;Normal;16,62;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;7;1;1;Normal;15,92;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;7;2;1;Normal;16,23;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;7;3;1;Normal;16,14;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;101;400;16/10/2018;7;4;1;Normal;15,34;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;1;1;1;Normal;16,04;26,8;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;1;2;1;Normal;12,57;24,7;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;1;3;1;Normal;16,07;26,7;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;1;4;1;Normal;13,37;25,2;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;1;5;1;Normal;13,78;25;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;2;1;1;Normal;16,87;26;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;2;2;1;Normal;16,23;26,8;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;2;3;1;Normal;17;27;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;2;4;1;Normal;16,33;27;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;2;5;1;Normal;15,66;27;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;2;6;1;Normal;16,07;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;2;7;1;Normal;15,15;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;3;1;1;Normal;15,6;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;3;2;1;Normal;16,01;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;3;3;1;Normal;16,33;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;3;4;1;Normal;15,98;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;3;5;1;Normal;15,72;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;3;6;1;Normal;15,82;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;3;7;1;Normal;16,3;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;4;1;1;Normal;14,67;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;4;2;1;Dominante;17,57;26,3;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;4;3;1;Normal;16,81;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;4;4;1;Normal;16,52;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;4;5;1;Normal;17,06;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;4;6;1;Normal;17,28;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;4;7;1;Normal;15,66;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;4;8;1;Normal;16,3;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;5;1;1;Normal;15,53;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;5;2;1;Dominante;17,89;28,4;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;5;3;1;Normal;16,65;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;5;4;1;Dominante;17,41;28;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;5;5;1;Normal;17,03;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;5;6;1;Normal;15,98;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;5;7;1;Normal;15,85;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;5;8;1;Normal;17,32;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;6;1;1;Normal;15,98;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;6;2;1;Normal;17,09;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;6;3;1;Normal;13,37;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;6;4;1;Dominante;17,76;27,5;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;6;5;1;Normal;15,76;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;6;6;1;Normal;16,23;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;7;1;1;Normal;13,91;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;7;2;1;Normal;13,5;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;7;3;1;Normal;13,02;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;102;400;15/10/2018;7;4;1;Normal;14,74;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;1;1;1;Normal;16,14;29,1;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;1;2;1;Normal;15,92;29,2;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;1;3;1;Normal;11,68;25,6;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;1;4;1;Dano por vento;14,13;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;2;1;1;Normal;14,83;27,2;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;2;2;1;Dominante;18,33;29,7;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;2;3;1;Normal;15,72;29,1;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;2;4;1;Normal;14,29;28,1;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;2;5;1;Normal;15,92;28,8;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;2;6;1;Normal;15,6;28,2;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;3;1;1;Dominante;18,02;29,8;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;3;2;1;Normal;15,72;29;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;3;3;1;Normal;15,12;28,9;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;3;4;1;Normal;16,27;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;3;5;1;Normal;17,16;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;3;6;1;Normal;13,27;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;3;7;1;Normal;12,54;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;4;1;1;Normal;13,88;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;4;2;1;Normal;16,55;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;4;3;1;Normal;16,93;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;4;4;1;Normal;15,66;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;4;5;1;Normal;15,47;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;4;6;1;Normal;16,55;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;4;7;1;Normal;16,62;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;4;8;1;Normal;12,64;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;5;1;1;Normal;16,11;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;5;2;1;Normal;16,14;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;5;3;1;Dominante;17,25;29,9;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;5;4;1;Normal;11,59;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;5;5;1;Normal;16,2;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;5;6;1;Normal;14,55;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;5;7;1;Dominante;17,35;29,7;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;5;8;1;Normal;15,79;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;6;1;1;Normal;11,81;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;6;2;1;Normal;15,37;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;6;3;1;Normal;14,1;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;6;4;1;Normal;16,07;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;6;5;1;Normal;14,45;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;6;6;1;Normal;15,34;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;6;7;1;Normal;14,55;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;7;1;1;Normal;16,74;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;7;2;1;Normal;13,24;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;7;3;1;Normal;14,04;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;7;4;1;Normal;14,51;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;103;400;16/10/2018;7;5;1;Normal;12,51;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;1;1;1;Normal;14,55;27,8;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;1;2;1;Normal;16,46;28,4;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;1;3;1;Normal;15,69;28;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;1;4;1;Normal;15,92;28,3;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;1;5;1;Normal;16,55;28,8;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;2;1;1;Normal;16,33;28,9;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;2;2;1;Dominante;17,19;29,1;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;2;3;1;Normal;15,18;28,3;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;2;4;1;Normal;14,16;27,6;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;2;5;1;Normal;14,48;27,5;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;2;6;1;Normal;15,92;28,5;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;2;7;1;Normal;14,1;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;3;1;1;Normal;15,34;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;3;2;1;Normal;16,97;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;3;3;1;Normal;12,22;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;3;4;1;Normal;14,16;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;3;5;1;Normal;13,59;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;3;6;1;Normal;15,98;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;3;7;1;Normal;16,01;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;3;8;1;Normal;13,78;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;4;1;1;Normal;13,21;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;4;2;1;Normal;16,23;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;4;3;1;Normal;16,04;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;4;4;1;Normal;14,55;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;4;5;1;Normal;15,72;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;4;6;1;Dominante;17,6;29,5;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;4;7;1;Normal;13,62;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;4;8;1;Normal;16,71;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;5;1;1;Normal;14,8;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;5;2;1;Normal;15,53;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;5;3;1;Dominante;17,51;29,2;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;5;4;1;Normal;16,04;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;5;5;1;Normal;16,11;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;5;6;1;Normal;10,47;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;5;7;1;Normal;13,08;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;6;1;1;Dominante;17,54;29,2;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;6;2;1;Normal;15,28;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;6;3;1;Normal;16,42;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;6;4;1;Normal;16,52;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;6;5;1;Normal;14,16;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;6;6;1;Normal;16,39;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;7;1;1;Normal;16,52;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;7;2;1;Normal;15,37;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;7;3;1;Normal;15,12;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;104;400;16/10/2018;7;4;1;Normal;15,34;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;1;1;1;Normal;13,97;26,9;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;2;1;1;Normal;15,34;26,8;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;2;2;1;Normal;16,14;27,5;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;2;3;1;Dominante;17,54;27,7;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;2;4;1;Normal;12,99;25,4;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;2;5;1;Normal;17,25;27,8;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;3;1;1;Normal;17;27,7;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;3;2;1;Normal;17,16;27,6;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;3;3;1;Ponta Seca;9,04;17,2;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;3;4;1;Normal;13,91;24,4;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;3;5;1;Normal;17,03;27,7;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;3;6;1;Normal;15,76;27,6;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;3;7;1;Normal;15,82;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;4;1;1;Normal;17,25;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;4;2;1;Normal;14,96;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;4;3;1;Normal;15,98;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;4;4;1;Normal;16,14;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;4;5;1;Normal;17,06;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;4;6;1;Normal;16,2;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;4;7;1;Normal;13,11;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;4;8;1;Normal;15,72;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;5;1;1;Normal;13,88;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;5;2;1;Normal;15,28;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;5;3;1;Normal;16,3;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;5;4;1;Normal;16,33;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;5;5;1;Normal;13,91;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;5;6;1;Normal;16,49;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;5;7;1;Normal;16,01;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;5;8;1;Normal;16,74;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;6;1;1;Normal;13,59;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;6;2;1;Bifurcada;13,05;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;6;2;2;Bifurcada;4,62;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;6;3;1;Dominante;17,92;28;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;6;4;1;Normal;15,95;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;6;5;1;Normal;14,8;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;6;6;1;Normal;16,04;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;6;7;1;Normal;16,68;NA;9,31
02;42,04;42,04;24/06/2009;I0042;3,60X2,50;105;400;15/10/2018;7;1;1;Dominante;17,44;27,9;9,31
