talhao;area;areaplantio;dataplantio;matgen;espacamento;parcela;areaparc;datamedicao;fila;cova;fuste;cat;dap;ht;idade
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;1;1;1;Dominante;17,6;26,6;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;1;2;1;Dominante;17,44;26,2;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;1;3;2;Bifurcada;6,78;13,9;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;1;3;1;Bifurcada;16,07;25,2;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;1;4;1;Normal;11,43;22,1;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;1;5;1;Normal;15,69;25,6;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;2;1;1;Normal;15,57;25,8;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;2;2;1;Dominante;16,9;26,5;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;2;3;1;Normal;16,39;26,8;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;2;4;1;Normal;16,68;26,7;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;2;5;1;Normal;15,02;26;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;2;6;1;Normal;16,46;26,8;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;2;7;1;Normal;11,33;23,5;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;3;1;1;Normal;16,23;26,8;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;3;2;1;Normal;15,15;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;3;3;1;Normal;16,49;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;3;4;1;Normal;15,37;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;3;5;1;Normal;16,14;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;3;6;1;Normal;16,01;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;3;7;1;Normal;16,62;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;4;1;1;Normal;15,92;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;4;2;1;Normal;15,82;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;4;3;1;Normal;15,28;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;4;4;1;Normal;14,16;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;4;5;1;Normal;15,22;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;4;6;1;Normal;13,46;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;4;7;1;Dominante;16,74;26,9;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;4;8;1;Normal;14,67;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;5;1;1;Normal;16,14;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;5;2;1;Normal;16,17;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;5;3;1;Normal;16,65;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;5;4;1;Dano por vento;17,13;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;5;5;1;Normal;14,32;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;5;6;1;Normal;15,85;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;5;7;1;Normal;16,14;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;5;8;1;Normal;15,15;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;6;1;1;Normal;16,07;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;6;2;1;Normal;12,92;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;6;3;1;Normal;16,14;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;6;4;1;Dano por vento;14,29;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;6;5;1;Normal;16,33;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;6;6;1;Normal;16,07;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;7;1;1;Normal;14,9;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;7;2;1;Normal;15,02;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;7;3;1;Normal;15,47;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;7;4;1;Normal;15,72;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;109;400;23/10/2018;7;5;1;Normal;14,99;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;1;1;1;Normal;16,87;25,8;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;1;2;1;Normal;17,09;25,7;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;1;3;1;Normal;15,28;25,4;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;1;4;1;Normal;16,62;25,8;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;1;5;1;Dominante;18,46;26,1;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;2;1;1;Dominante;17,95;25,6;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;2;2;1;Morta;7,51;14,3;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;2;3;1;Normal;16,87;25,6;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;2;4;1;Normal;16,87;25,5;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;2;5;1;Normal;15,18;25,7;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;2;6;1;Normal;10,19;21,9;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;2;7;1;Normal;12,29;22,3;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;3;1;1;Normal;16,17;25,5;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;3;2;1;Normal;14,67;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;3;3;1;Normal;17,19;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;3;4;1;Normal;15,92;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;3;5;1;Normal;15,28;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;3;6;1;Normal;16,93;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;3;7;1;Normal;14,55;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;3;8;1;Falha;NA;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;4;1;1;Normal;16,49;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;4;2;1;Normal;15,92;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;4;3;1;Normal;17,03;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;4;4;1;Dominante;17,35;25,9;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;4;5;1;Normal;11,59;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;4;6;1;Normal;16,14;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;4;7;1;Normal;16,42;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;4;8;1;Normal;15,79;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;5;1;1;Normal;16,77;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;5;2;1;Normal;17,22;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;5;3;1;Normal;15,57;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;5;4;1;Normal;12,16;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;5;5;1;Normal;16,04;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;5;6;1;Normal;16,68;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;5;7;1;Normal;16,17;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;5;8;1;Normal;16,2;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;6;1;1;Normal;12,57;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;6;2;1;Normal;16,49;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;6;3;1;Normal;15,82;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;6;4;1;Normal;15,18;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;6;5;1;Normal;12;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;6;6;1;Dominante;17,35;25,6;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;6;7;1;Normal;15,41;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;7;1;1;Normal;12,41;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;7;2;1;Normal;17,28;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;7;3;1;Normal;15,28;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;7;4;1;Normal;15,76;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;110;400;23/10/2018;7;5;1;Normal;16,36;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;1;1;1;Normal;16,07;25;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;1;2;1;Normal;15,92;24,7;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;1;3;1;Normal;17,09;25,6;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;1;4;1;Normal;16,52;25,2;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;2;1;1;Normal;16,42;25,6;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;2;2;1;Normal;16,07;25,8;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;2;3;1;Normal;17,6;25,5;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;2;4;1;Normal;11,75;22,1;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;2;5;1;Normal;16,97;24,9;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;2;6;1;Normal;16,62;24,8;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;3;1;1;Normal;15,37;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;3;2;1;Normal;11,94;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;3;3;1;Normal;16,81;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;3;4;1;Dominante;18,14;26;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;3;5;1;Normal;11,52;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;3;6;1;Normal;16,27;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;3;7;1;Normal;17,06;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;4;1;1;Normal;16,62;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;4;2;1;Normal;16,77;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;4;3;1;Normal;16,55;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;4;4;1;Normal;17,51;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;4;5;1;Normal;17,28;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;4;6;1;Normal;15,88;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;4;7;1;Normal;16,39;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;4;8;1;Normal;16,97;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;5;1;1;Normal;16,07;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;5;2;1;Dominante;17,86;25,7;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;5;3;1;Normal;16,2;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;5;4;1;Normal;16,81;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;5;5;1;Normal;12,35;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;5;6;1;Normal;15,92;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;5;7;1;Normal;16,07;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;5;8;1;Normal;16,33;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;6;1;1;Normal;17,13;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;6;2;1;Normal;11,55;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;6;3;1;Dominante;18,43;26;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;6;4;1;Normal;16,07;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;6;5;1;Normal;15,69;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;6;6;1;Normal;15,37;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;6;7;1;Normal;16,11;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;7;1;1;Normal;17,06;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;7;2;1;Normal;16,23;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;7;3;1;Dominante;17,67;25,3;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;7;4;1;Normal;11,2;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;111;400;23/10/2018;7;5;1;Normal;16,84;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;1;1;1;Dominante;18,81;27,5;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;1;2;1;Normal;16,87;26,2;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;1;3;1;Normal;18,11;26,8;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;1;4;1;Normal;17,73;26;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;1;5;1;Normal;15,63;25,4;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;2;1;1;Normal;17;25,8;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;2;2;1;Normal;16,39;26,2;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;2;3;1;Normal;16,62;26;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;2;4;1;Normal;16,9;26;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;2;5;1;Normal;16,71;26,2;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;2;6;1;Normal;16,97;26;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;3;1;1;Normal;11,49;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;3;2;1;Normal;18,18;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;3;3;1;Normal;18,02;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;3;4;1;Normal;16,52;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;3;5;1;Normal;17,44;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;3;6;1;Normal;16,9;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;3;7;1;Normal;14,39;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;3;8;1;Normal;17,16;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;4;1;1;Dominante;18,75;25,5;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;4;2;1;Normal;17,54;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;4;3;1;Normal;15,92;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;4;4;1;Normal;12,45;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;4;5;1;Normal;16,07;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;4;6;1;Normal;12,64;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;4;7;1;Normal;13,88;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;4;8;1;Normal;14,16;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;5;1;1;Normal;17,03;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;5;2;1;Normal;17,98;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;5;3;1;Normal;16,97;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;5;4;1;Normal;16,58;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;5;5;1;Normal;11,46;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;5;6;1;Normal;16,39;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;5;7;1;Dominante;18,24;26,1;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;5;8;1;Normal;17,95;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;6;1;1;Normal;16,9;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;6;2;1;Normal;16,23;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;6;3;1;Normal;15,82;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;6;4;1;Dominante;18,24;26,1;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;6;5;1;Normal;17,03;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;6;6;1;Normal;17,19;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;7;1;1;Normal;16,97;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;7;2;1;Normal;12,16;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;7;3;1;Normal;16,17;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;112;400;23/10/2018;7;4;1;Normal;16,71;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;1;1;1;Normal;16,39;26,4;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;1;2;1;Dominante;18,62;26,7;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;1;3;1;Dominante;19,29;27,5;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;1;4;1;Normal;14,23;25,3;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;2;1;1;Normal;16,81;26,1;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;2;2;1;Normal;12,57;23,6;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;2;3;1;Dominante;19,1;27,5;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;2;4;1;Normal;15,72;25,7;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;2;5;1;Normal;15,37;25,7;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;2;6;1;Normal;18,21;26,9;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;3;1;1;Normal;15,06;25,6;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;3;2;1;Normal;15,72;27;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;3;3;1;Normal;16,46;26,6;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;3;4;1;Normal;15,66;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;3;5;1;Normal;16,01;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;3;6;1;Normal;10,98;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;3;7;1;Dominante;18,81;27,1;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;4;1;1;Normal;17,95;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;4;2;1;Normal;15,98;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;4;3;1;Normal;18,02;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;4;4;1;Normal;16,58;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;4;5;1;Normal;17,7;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;4;6;1;Normal;16,84;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;4;7;1;Normal;17,32;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;4;8;1;Normal;15,92;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;5;1;1;Normal;16,42;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;5;2;1;Normal;14,45;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;5;3;1;Normal;17,54;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;5;4;1;Normal;12,03;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;5;5;1;Normal;15,76;NA;9,37
01;50,07;50,07;08/06/2009;AEC 0144;3,60X2,50;113;400;23/10/2018;5;6;1;Normal;12,25;NA;9,37
